Id,Lang,Code,Definition,CreateDate,IsDeleted,UpdateDate,GUID,CreateUserId,UpdateUserId,Definition_Translated_fil
273,en,header_menu_hotels,Hotels,2019-08-07 17:38:02.747,0,2024-05-22 11:29:20.957,df7f3b68-1025-41d2-bba1-90f63865be4f,-1,-1,Mga Hotel
274,en,header_menu_fligt_hotel,Flight + Hotel,2019-08-07 17:38:02.747,0,,1b7777ab-bd9c-4c4d-8c8d-bff3eb52e818,-1,-1,Lipad + Hotel
275,en,header_menu_cars,Car rentals,2019-08-07 17:38:02.747,0,2024-05-22 11:29:20.957,dd43ba65-ad4c-4844-ba75-3521688d6f72,-1,dc01ef46-af8e-4952-8ad0-8d8d6e744aac,Pag-upa ng sasakyan
276,en,search_one_Way,One way,2019-08-07 17:38:02.747,0,2024-05-22 11:29:20.997,4498025d-5032-428f-bc13-38c07a51d2c8,-1,-1,One-way
277,en,search_round_trip,Return,2019-08-07 17:38:02.747,0,,7b9d80f2-3188-49e0-9157-fccc38a8ca79,-1,-1,Pabalik
278,en,search_multi_city,Multple destination,2019-08-07 17:38:02.747,0,2020-03-13 22:05:06.857,34946861-b1c7-4862-96ff-96ba2bbdf747,-1,dc01ef46-af8e-4952-8ad0-8d8d6e744aac,Maramihang destinasyon
279,en,search_flying_from,Depart,2019-08-07 17:38:02.747,0,2023-03-13 11:17:49.880,832e886d-c763-4fba-967c-02e5e3e99a42,-1,dc01ef46-af8e-4952-8ad0-8d8d6e744aac,Pag-alis
280,en,search_flying_to,Return,2019-08-07 17:38:02.747,0,2023-03-13 11:17:55.327,336aee15-c6cf-4277-a9af-09f1398a006d,-1,dc01ef46-af8e-4952-8ad0-8d8d6e744aac,Pabalik (Round Trip)
283,en,search_passengers,Travelers,2019-08-07 17:38:02.747,0,2024-05-22 11:29:20.997,63b7ee6b-a89b-43d0-a444-43c7c19c0628,-1,dc01ef46-af8e-4952-8ad0-8d8d6e744aac,Mga pasahero
286,en,search_baby_age,Infant (0-1 year),2019-08-07 17:38:02.747,0,2020-03-13 22:56:31.963,316d360c-d77b-4048-aa53-ce04f6b51a33,-1,dc01ef46-af8e-4952-8ad0-8d8d6e744aac,Sanggol (0–1 taong gulang)
287,en,search_city_or_airport,From-City/Airport,2019-08-07 17:38:02.747,0,,b66f1505-5672-4f1e-a30e-0b76bbfb598e,-1,-1,Mula (Lungsod/Paliparan)
288,en,search_date,Select Date,2019-08-07 17:38:02.747,0,,855e6e10-85f7-4d7c-85bf-1a9d49214031,-1,-1,Pumili ng petsa
289,en,search_search,Search,2019-08-07 17:38:02.747,0,2024-05-22 11:29:21.000,a496e6d2-2440-4f99-b7e3-81b3a426fe42,-1,-1,Maghanap
290,en,search_only_direct_flights,Direct flights only,2019-08-07 17:38:02.747,0,2024-05-22 11:29:20.997,f9a36c5b-b98d-4fd8-bd39-b4cab78b60fc,-1,dc01ef46-af8e-4952-8ad0-8d8d6e744aac,Mga direktang flight lamang
291,en,search_select_airport,Select Airport,2019-08-07 17:38:02.747,0,,dae222ee-efbf-4d6a-b1f8-09bea6f0d0bb,-1,-1,Pumili ng paliparan
292,en,search_change,Change flight,2019-08-07 17:38:02.747,0,2024-05-22 12:00:29.903,75fa8583-9fe2-41be-a8d8-06e37050738b,-1,-1,Baguhin ang flight
293,en,content_we_are_always_here_for_you,24/7 Toll-free Customer Support,2019-08-07 17:38:02.747,0,2024-05-22 11:29:20.937,4bc618dd-96bd-438d-af12-e8bbd17ad13d,-1,8e78aa62-5132-4e2f-9a18-eb3eaa9902a1,24/7 Libreng Suporta sa Customer
294,en,content_you_can_reach_our_call_centre_personnel_that_speaks_your_language_free_of_charge_twenty_four_seven,Your concern is our concern. That is why our customer service is free of charge and 24/7 available. You can call us or text us via E-mail and WhatsApp.,2019-08-07 17:38:02.747,0,2022-05-04 13:15:54.020,a4efaa06-2d50-4361-9275-419279faa654,-1,dc01ef46-af8e-4952-8ad0-8d8d6e744aac,"Ang iyong alalahanin ay alalahanin din namin. Kaya naman, ang aming customer service ay walang bayad at magagamit 24 na oras, 7 araw sa isang linggo. Maaari kang tumawag o magpadala ng mensahe sa amin sa pamamagitan ng e-mail o WhatsApp."
295,en,content_compare_airline_tickets_title,Cheap flights at a glance,2019-08-07 17:38:02.747,0,2022-05-04 13:16:30.060,abc0cc7a-556a-4286-8200-8f687d870a48,-1,dc01ef46-af8e-4952-8ad0-8d8d6e744aac,Murang mga flight sa isang sulyap
296,en,content_compare_airline_tickets,martiGO searches thousand of flights from over 540 airlines and shows you the comparison of the cheapest ones.,2019-08-07 17:38:02.747,0,2022-05-04 13:16:47.923,3362b155-1c53-4d09-85a9-a45619b0a9a3,-1,dc01ef46-af8e-4952-8ad0-8d8d6e744aac,Naghahanap ang martiGO ng libo-libong flight mula sa mahigit 540 mga airline at ipinapakita nito ang paghahambing ng pinakamurang mga pagpipilian.
297,en,content_choose_with_ease_purchase_with_security_title,Pay with security,2019-08-07 17:38:02.747,0,2022-05-04 13:17:01.697,cf3b3aac-c589-405b-93c2-aeeca50aa31a,-1,dc01ef46-af8e-4952-8ad0-8d8d6e744aac,Magbayad nang ligtas
298,en,content_choose_with_ease_purchase_with_security,Our international business certificates allow you to pay in the most secure way.,2019-08-07 17:38:02.747,0,2022-05-04 13:17:15.797,45ad9174-6980-4f5d-9b2c-e9de810194d2,-1,dc01ef46-af8e-4952-8ad0-8d8d6e744aac,Ang aming mga internasyonal na sertipiko para sa negosyo ay nagbibigay-daan sa iyo na magbayad sa pinakaligtas na paraan.
299,en,social_subscribe_to_our_newsletter,"Register now,,and get the most affordable prices!",2019-08-07 17:38:02.747,0,2024-05-22 11:29:21.010,0f9c2a95-8cf6-4b41-8027-731ce152e2b1,-1,dc01ef46-af8e-4952-8ad0-8d8d6e744aac,Magparehistro na ngayon at makakuha ng pinaka-abot-kayang mga presyo!
300,en,social_enter_your_email_adress,email address,2019-08-07 17:38:02.747,0,2020-03-13 22:27:21.847,e604d036-92fd-4797-b14e-17beca203cb8,-1,dc01ef46-af8e-4952-8ad0-8d8d6e744aac,adreso ng email
301,en,social_or,Or,2019-08-07 17:38:02.747,0,2024-05-22 11:29:21.010,20351120-7a84-4006-ab3b-8d0ad9749f7e,-1,-1,O
302,en,social_phone_number,Enter Number,2019-08-07 17:38:02.747,0,,1cbf5235-ca26-450f-86dd-9a182d8b5f20,-1,-1,Ilagay ang numero
303,en,social_send,Submit,2019-08-07 17:38:02.747,0,,6925000a-7cbc-478a-beb4-1210be205101,-1,-1,Isumite
304,en,social_follow_us,Follow Us,2019-08-07 17:38:02.747,0,2024-05-22 11:29:21.010,e59240c6-1e62-49a3-881d-97c8beb2a7d9,-1,-1,Sundan kami
305,en,footer_customer_service,Traveler services,2019-08-07 17:38:02.747,0,2024-05-22 11:29:20.953,1aca96e0-fd24-488a-9f87-ac8f187270ba,-1,dc01ef46-af8e-4952-8ad0-8d8d6e744aac,Mga serbisyo para sa mga pasahero
306,en,footer_frequently_asked_questions,Frequently Asked Questions,2019-08-07 17:38:02.747,0,,0c7fa1de-03e0-410a-b76f-7f00b6d05172,-1,-1,Mga Madalas Itanong
307,en,footer_privacy_policy,Privacy Policy,2019-08-07 17:38:02.747,0,,9cf0f5f8-4a80-4dee-b4f5-269ac63b90a2,-1,-1,Patakaran sa Privacy
308,en,footer_about_martiGo,About Us,2019-08-07 17:38:02.747,0,2024-05-22 11:29:20.953,75f346a6-5756-4594-8b8e-15c918ccd757,-1,-1,Tungkol sa Amin
309,en,footer_contact_us,Contact us!,2019-08-07 17:38:02.747,0,2024-05-22 11:29:20.953,206933ba-0f80-43f6-9718-2d11defd7772,-1,-1,Makipag-ugnayan sa amin!
310,en,footer_why_martigo,Why martiGO?,2019-08-07 17:38:02.747,0,2023-04-13 14:01:37.527,31954f7c-19a9-4a9d-9206-104e76fe2b41,-1,16ac3327-cf2e-4728-9cab-f0504fd290c0,Bakit piliin ang martiGO?
311,en,footer_general_terms_and_conditions,General Terms and Conditions,2019-08-07 17:38:02.747,0,,862c2baf-99a9-4580-8421-d66bc9cbe4e8,-1,-1,Pangkalahatang Tuntunin at Kundisyon
312,en,footer_do_you_need_help,Do you need help?,2019-08-07 17:38:02.747,0,2024-05-22 11:29:20.957,4405e7bc-fa40-41f5-8e29-c3f6b56f89f2,-1,dc01ef46-af8e-4952-8ad0-8d8d6e744aac,Kailangan ninyo ba ng tulong?
313,en,footer_passengers_with_special_needs_information,Passengers with special needs Information,2019-08-07 17:38:02.747,0,,bc39d1c4-c43d-41de-9e83-0a095d5abe08,-1,-1,Impormasyon para sa mga pasaherong may espesyal na pangangailangan
314,en,footer_rebooking_cancellation,Rebooking and Cancellation,2019-08-07 17:38:02.747,0,,1af95867-3595-4b96-9447-c3722b6fd909,-1,-1,Pagbabago ng Reserbasyon at Kanselasyon
315,en,footer_passenger_rights,Passenger Rights,2019-08-07 17:38:02.747,0,,fef2e365-12e5-4981-8731-558a7641c30f,-1,-1,Mga Karapatan ng Pasahero
316,en,footer_how_can_I_make_a_reservation,How Can I make a reservation ?,2019-08-07 17:38:02.747,0,,23419161-64ba-484a-af83-84c6e0760792,-1,-1,Paano ako makakapagpareserba?
317,en,searharea_we_are_now_comparing_all_airlines,is getting the best deals from over 540 airlines for you,2019-08-07 17:38:02.747,0,2020-03-19 14:26:54.037,fed42a63-e383-4a08-972f-a0c2c7b104fd,-1,dc01ef46-af8e-4952-8ad0-8d8d6e744aac,kumukuha ng pinakamagagandang alok mula sa mahigit 540 airline para sa iyo
318,en,searharea_info_cheap_tickets,Find the cheapest price with martiGO,2019-08-07 17:38:02.747,0,2023-04-13 14:01:43.110,80e70d20-aa95-4e07-82fe-6694bb17aacc,-1,16ac3327-cf2e-4728-9cab-f0504fd290c0,Hanapin ang pinakamurang presyo sa martiGO
319,en,filter_departure_airlines,Departure Airlines,2019-08-07 17:38:02.747,0,2024-06-06 11:38:58.163,26e5d6e2-8f4c-4343-ae06-00913a57df40,-1,935a8f01-b666-4a24-83cb-2df1a0d9f049,Mga airline sa pag-alis
320,en,filter_arrival_airlines,Return Airlines,2019-08-07 17:38:02.747,0,2024-06-06 11:38:58.167,64ba1939-67c9-463e-bb8e-1979d0f14544,-1,935a8f01-b666-4a24-83cb-2df1a0d9f049,Mga airline sa pagbabalik
321,en,filter_number_of_stops,Stops,2019-08-07 17:38:02.747,0,2024-05-22 11:29:20.950,a8706e32-ab81-4218-89c4-c7008e990034,-1,-1,Mga Hinto
322,en,filter_price_filters,Price Range,2019-08-07 17:38:02.747,0,,39762258-fab8-496c-909f-7a716903600f,-1,-1,Saklaw ng Presyo
323,en,filter_connection_airport,Connection Airport,2019-08-07 17:38:02.747,0,,284ec264-2190-4216-9936-f1d99fcb2e75,-1,-1,Paliparan ng koneksyon
324,en,filter_flight_duration,Travel time,2019-08-07 17:38:02.747,0,2024-05-22 11:29:20.947,f4a28dbe-6df9-4e0f-920b-6dcefa3e0438,-1,-1,Tagal ng paglalakbay
325,en,filter_just,Just,2019-08-07 17:38:02.747,0,2024-05-22 11:29:20.947,bc0742eb-057e-464a-ba13-c5949a42f91d,-1,-1,lamang
326,en,result_previous_day,Previous Day,2019-08-07 17:38:02.747,0,,4f6018c6-32eb-4db5-9cbf-c280a4ea2e4e,-1,-1,Nakaraang Araw
327,en,result_next_day,Next day,2019-08-07 17:38:02.747,0,,7ad8ba95-1096-4201-97e3-f077b2ba7fd3,-1,-1,Susunod na araw
328,en,result_search_result,Search Results,2019-08-07 17:38:02.747,0,,bde4dc69-e8e2-41f5-9f6b-a6d549074aca,-1,-1,Mga Resulta ng Paghahanap
329,en,result_price,Price,2019-08-07 17:38:02.747,0,,7a392ddb-e7d7-4fbb-95e1-770ea7c862f2,-1,-1,Presyo
330,en,result_best_price,Best,2019-08-07 17:38:02.747,0,2024-05-22 11:29:20.983,48215c7d-4e6c-44d2-8db7-417bf60f72bc,-1,-1,Pinakamahusay
331,en,result_direct_flights,Direct Flight,2019-08-07 17:38:02.747,0,2024-05-22 11:29:20.983,a10eaa10-57c9-460e-8620-b50853368dfb,-1,-1,Direktang flight
332,en,result_shortest_time,Fastest,2019-08-07 17:38:02.747,0,2024-05-22 11:29:20.987,e96f04ab-9d13-427d-ba75-16b2ae996f66,-1,8e78aa62-5132-4e2f-9a18-eb3eaa9902a1,Pinakamabilis
333,en,result_cheapst_price,Our Best Price for Your Search!,2019-08-07 17:38:02.747,0,2020-03-13 22:33:17.260,ef803100-bbb4-43b9-b8d1-3b686533adc7,-1,dc01ef46-af8e-4952-8ad0-8d8d6e744aac,Aming Pinakamurang Presyo para sa Iyong Paghahanap!
334,en,result_free_cancellation_within_the_next_Hours,Free cancellation within X hours,2019-08-07 17:38:02.747,0,,571cc9d0-b49c-42ff-af7f-6eb743285b18,-1,-1,Libreng pagkansela sa loob ng X oras
335,en,result_inbound,Departure,2019-08-07 17:38:02.747,0,,0f3a3897-e7e6-46d0-b43c-4e681940fad5,-1,-1,Pag-alis
336,en,result_outbound,Returning flight,2019-08-07 17:38:02.747,0,2024-05-22 11:29:20.987,ed3a8221-03b9-4e17-8039-4458f826a1d9,-1,935a8f01-b666-4a24-83cb-2df1a0d9f049,Pabalik na flight
337,en,result_flight_details,Flight Details,2019-08-07 17:38:02.747,0,,4f62a0cd-4f23-4c3d-b227-ec0a40339ce7,-1,-1,Mga Detalye ng Flight
338,en,result_non_stop_flight,Direct Flight,2019-08-07 17:38:02.747,0,,77168d7c-69dd-4e9b-ac34-f2d6237d07a7,-1,-1,Direktang flight
339,en,result_seat_left,Seats available,2019-08-07 17:38:02.747,0,2020-03-13 22:35:42.003,fcb7d709-02ce-4f4c-9a2d-258eccf92cce,-1,dc01ef46-af8e-4952-8ad0-8d8d6e744aac,May bakanteng upuan
340,en,result_per_person,Price per adult,2019-08-07 17:38:02.747,0,2024-05-22 11:29:20.987,a9583f83-8fc1-4c6f-9f97-588c1041b184,-1,8e78aa62-5132-4e2f-9a18-eb3eaa9902a1,Presyo bawat adulto
341,en,result_book_flight,Book,2019-08-07 17:38:02.747,0,2020-08-11 17:31:12.823,633322bf-69b0-46b5-8d2a-bc303b0b77a0,-1,dc01ef46-af8e-4952-8ad0-8d8d6e744aac,Mag-book
342,en,result_inc_checked_luggage,Luggage,2019-08-07 17:38:02.747,0,2024-07-15 10:36:43.513,f097698c-cbc8-4ca4-84d8-f70c3d89682a,-1,5c65c7fa-cc58-4cae-a754-58a091feab8e,Bagahe
343,en,result_total_price,Total,2019-08-07 17:38:02.747,0,2024-05-22 11:29:20.987,1baf0018-24ef-487d-9d14-fae00c38950e,-1,-1,Kabuuang Halaga
344,en,result_clock,Hour,2019-08-07 17:38:02.747,0,,a0997834-a0a8-4336-9fff-1a5fc23af324,-1,-1,Oras
345,en,result_flight_duration,Flight time,2019-08-07 17:38:02.747,0,,b7b67263-10d9-4cf0-bc42-8823b6c8fe99,-1,-1,Oras ng paglipad
346,en,result_change_planes,Waiting time,2019-08-07 17:38:02.747,0,2024-05-22 11:29:20.983,2f714374-2d66-4958-adb1-85cb5cdab6b9,-1,5c65c7fa-cc58-4cae-a754-58a091feab8e,Tagal ng paghihintay
347,en,result_flight_detail,Flight details,2019-08-07 17:38:02.747,0,2024-05-22 11:29:20.987,62ccc839-10e5-4261-bf23-65ff8bfad533,-1,dc01ef46-af8e-4952-8ad0-8d8d6e744aac,Mga detalye ng flight
348,en,result_previous,Previous,2019-08-07 17:38:02.747,0,,f8ef1693-5259-4f99-a43d-7634097c0a39,-1,-1,Bumalik
349,en,result_next,Next,2019-08-07 17:38:02.747,0,,6f4b32ad-e7cf-4a13-9c92-499461736343,-1,-1,Susunod
350,en,flightdetail_check,Flight Details,2019-08-07 17:38:02.747,0,,8ece1ba2-0aaf-46ef-a2fe-a4673bad3927,-1,-1,Mga Detalye ng Flight
351,en,flightdetail_check_description,Please check the traveler details,2019-08-07 17:38:02.747,0,2024-05-22 11:29:20.950,e3ad59c0-0afd-4bd4-95f6-8b48af81d3ee,-1,8e78aa62-5132-4e2f-9a18-eb3eaa9902a1,Pakisuri ang mga detalye ng manlalakbay.
352,en,fligtdetal_close,Close,2019-08-07 17:38:02.747,0,2024-05-22 11:29:20.953,7602668c-9a1e-4bef-a849-293033811b92,-1,-1,Isara
353,en,fligtdetal_baggage_costs,Baggage allowance included,2019-08-07 17:38:02.747,0,2024-05-22 11:29:20.950,f7a3345e-7382-41fb-9039-55f4407d8e0b,-1,dc01ef46-af8e-4952-8ad0-8d8d6e744aac,Kasama na ang allowance sa bagahe
354,en,fligtdetal_number_of_passenger,Travelers,2019-08-07 17:38:02.747,0,2024-06-06 11:38:58.157,b06575a6-eb6b-47b5-8135-6efd000ef7ff,-1,-1,Mga Pasahero
355,en,fligtdetal_ticket_price,Ticket Price,2019-08-07 17:38:02.747,0,2024-05-22 11:29:20.953,a3500216-000d-4abb-be88-2084e005e41f,-1,-1,Presyo ng tiket
356,en,fligtdetal_fee_price,Service Fee,2019-08-07 17:38:02.747,0,,477778b7-cbcb-4fdf-87b4-5af9c4d221a3,-1,-1,Bayad sa Serbisyo
357,en,fligtdetal_subtotal,Subtotal,2019-08-07 17:38:02.747,0,,c01b7d34-8813-46fa-b808-60526b418ec7,-1,-1,Pansamantalang Kabuuan
358,en,fligtdetal_total_price,Total,2019-08-07 17:38:02.747,0,2024-05-22 12:00:29.903,b3b50e4f-1065-47b0-a502-4c98091771f8,-1,-1,Kabuuan
359,en,step_search,Flight search,2019-08-07 17:38:02.747,0,2024-05-22 11:29:21.017,df59411a-f335-43e8-9f24-bd673d9b2808,-1,-1,Paghahanap ng mga flight
360,en,step_passengers,Traveler information,2019-08-07 17:38:02.747,0,2024-05-22 11:29:21.017,10ce7c86-f9aa-4793-9b74-32ed054c5682,-1,dc01ef46-af8e-4952-8ad0-8d8d6e744aac,Impormasyon ng pasahero
361,en,step_check_payment,Payment information,2019-08-07 17:38:02.747,0,2024-05-22 11:29:21.010,13afc073-1188-486a-be44-5c22d4ac50f9,-1,dc01ef46-af8e-4952-8ad0-8d8d6e744aac,Impormasyon sa Pagbabayad
362,en,step_finalize,Flight and traveler details,2019-08-07 17:38:02.747,0,2024-05-22 11:29:21.010,fb33c825-9841-4176-bba7-8c2017970184,-1,dc01ef46-af8e-4952-8ad0-8d8d6e744aac,Mga detalye ng flight at impormasyon ng pasahero
363,en,step_passenger_passenger_details,Traveler information,2019-08-07 17:38:02.747,0,2024-05-22 11:29:21.017,ce1380c0-11a6-45ba-88f0-f217158d8ba7,-1,8e78aa62-5132-4e2f-9a18-eb3eaa9902a1,Impormasyon ng pasahero
364,en,step_passenger_passengers,Travelers,2019-08-07 17:38:02.747,0,2024-05-22 11:29:21.017,d1a1be8d-3c37-4367-aba0-397559087894,-1,dc01ef46-af8e-4952-8ad0-8d8d6e744aac,Mga pasahero
365,en,step_passenger_adult,Adults,2019-08-07 17:38:02.747,0,2024-06-06 11:38:58.160,fceb7fe6-4a91-4c89-814b-168842e119d9,-1,-1,Mga Matanda
366,en,step_passenger_adult_description,The age of adult passengers must be greater than the age of the child at the date of flight.,2019-08-07 17:38:02.747,0,2020-03-15 19:37:54.110,0624615e-245b-4eea-9c89-c0947053fe4e,-1,dc01ef46-af8e-4952-8ad0-8d8d6e744aac,Ang edad ng mga pasaherong nasa hustong gulang ay dapat na mas mataas kaysa sa edad ng bata sa petsa ng paglipad.
367,en,step_passenger_child_description,"The age of the child may not be more than 12 years old either on the way home or on the return flight. Please change the passenger type to adult. For further information, please do not hesitate to contact us by phone.",2019-08-07 17:38:02.747,0,2020-03-13 22:52:03.177,d5b0d8bc-4caf-4e68-9d2d-3e8a1d5d2927,-1,dc01ef46-af8e-4952-8ad0-8d8d6e744aac,"Ang edad ng bata ay hindi dapat lumampas sa 12 taong gulang, alinman sa pag-uwi o sa flight pabalik. Pakibago ang uri ng pasahero sa 'Matanda'. Para sa karagdagang impormasyon, huwag mag-atubiling makipag-ugnayan sa amin sa pamamagitan ng telepono."
368,en,step_passenger_inf_description,"The age of the baby may not be more than 2 years old either on the way home or on the return flight.Please change the passenger type to child.For further information, please do not hesitate to contact us by phone.",2019-08-07 17:38:02.747,0,,c74ab1ba-fec1-4c81-aac6-4b614d1c7c3f,-1,-1,"Ang edad ng sanggol ay hindi maaaring lumampas sa 2 taon sa pag-uwi o sa pabalik na flight. Mangyaring palitan ang uri ng pasahero sa ""Bata"". Para sa karagdagang impormasyon, huwag mag-atubiling makipag-ugnayan sa amin sa pamamagitan ng telepono."
369,en,step_passenger_child,Child,2019-08-07 17:38:02.747,0,2024-05-22 11:29:21.013,96a5e08d-5cfd-49db-84f6-e07c2a24ad30,-1,-1,Bata
370,en,step_passenger_baby,Baby,2019-08-07 17:38:02.747,0,2024-05-22 11:29:21.013,7dba83bf-42e8-48f1-b538-505d05dc5f29,-1,-1,Sanggol
371,en,step_passenger_first_name,First Name,2019-08-07 17:38:02.747,0,,9ffa1a68-b1c9-4fe0-9aa2-9520248aedeb,-1,-1,Unang Pangalan
372,en,step_passenger_male,Male,2019-08-07 17:38:02.747,0,2024-05-22 11:29:21.017,25612302-33bc-48af-b0e5-d5f0a369fae7,-1,-1,Lalaki
373,en,step_passenger_famale,Female,2019-08-07 17:38:02.747,0,2024-05-22 11:29:21.013,73ce1405-184f-4ffc-9862-ce4701b74759,-1,-1,Babae
374,en,step_passenger_contact_details,Contact information,2019-08-07 17:38:02.747,0,,73930236-cc34-488b-aa1f-700d67cecfd5,-1,-1,Impormasyon sa pakikipag-ugnayan
375,en,step_passenger_email,Email,2019-08-07 17:38:02.747,0,2024-05-22 11:29:21.013,0bcd2822-ef12-431c-b014-43b33167e783,-1,dc01ef46-af8e-4952-8ad0-8d8d6e744aac,Email
376,en,step_passenger_tel,Telephone number,2019-08-07 17:38:02.747,0,2020-03-13 22:54:02.303,3e4317e0-cfa0-45d1-9866-a8e3bdc36645,-1,dc01ef46-af8e-4952-8ad0-8d8d6e744aac,Numero ng telepono
377,en,step_passenger_postal_code,Postal code,2019-08-07 17:38:02.747,0,,e129412e-2ac6-48b5-a604-617d6997f300,-1,-1,Postal code
378,en,step_passenger_country,Country,2019-08-07 17:38:02.747,0,2024-05-22 11:29:21.013,deb9e704-a645-4ed3-b5be-e128767f002a,-1,-1,Bansa
379,en,step_passenger_city,City,2019-08-07 17:38:02.747,0,2024-05-22 11:29:21.013,c1ba2931-7ed9-4cb4-a0d7-46f35535b205,-1,-1,Lungsod
