Id;Lang;Code;Definition;CreateDate;IsDeleted;UpdateDate;GUID;CreateUserId;UpdateUserId;Definition_Translated_az
19;tr;header_most;En Son Arananlar;2019-08-07 17:38:02.747;0;;2e8d08b4-43d7-4992-a09f-9a53f010283d;-1;-1;Ən son axtarılanlar
20;tr;header_needhelp;Yardım?;2019-08-07 17:38:02.747;0;2021-01-04 13:45:28.727;298ee7cc-896a-4bed-887d-66e9671ef3ac;-1;935a8f01-b666-4a24-83cb-2df1a0d9f049;Kömək?
21;tr;header_log_in_or_sign_up;Giriş Yap;2019-08-07 17:38:02.747;0;2024-05-22 12:05:56.747;dcd3d1c3-4af0-4503-85ab-aa0139aa67aa;-1;935a8f01-b666-4a24-83cb-2df1a0d9f049;Daxil olun
22;tr;header_log_in_fast_or_sign_up;Üyeliğin var mı?;2019-08-07 17:38:02.747;0;2024-05-22 12:05:56.743;37dc4b6f-c3f3-4d5f-a3c3-b3119125204b;-1;935a8f01-b666-4a24-83cb-2df1a0d9f049;Sən bir üzvlüyə sahmısın?
23;tr;header_select_language;Diller;2019-08-07 17:38:02.747;0;;89ab71c9-8ca0-41ff-84a7-f4b422026bc5;-1;-1;Dillər
24;tr;header_menu_flight;Uçuş;2019-08-07 17:38:02.747;0;2024-05-22 12:05:56.747;616a813d-b681-4569-ab98-25d3acd20c67;-1;-1;Uçmaq
25;tr;header_menu_hotels;Otel;2019-08-07 17:38:02.747;0;2024-05-22 12:05:56.747;c93e4bb0-bdbb-4dfa-b788-11fb944af6a3;-1;935a8f01-b666-4a24-83cb-2df1a0d9f049;Otel
26;tr;header_menu_fligt_hotel;Uçuş + Otel;2019-08-07 17:38:02.747;0;2021-01-04 16:09:51.980;403ac2df-eb85-4941-ab0f-29d80bad9b47;-1;935a8f01-b666-4a24-83cb-2df1a0d9f049;Uçuş + Otel
27;tr;header_menu_cars;Araç Kiralama;2019-08-07 17:38:02.747;0;2024-05-22 12:05:56.747;2e1bc782-b32d-422d-9fd0-aac01727b759;-1;-1;Avtomobil kirayə alma
28;tr;search_one_Way;Tek Yön;2019-08-07 17:38:02.747;0;2024-05-22 12:05:56.783;8084fbf6-2b20-4aa4-bec4-8fe910f4da9a;-1;-1;Tək yol
29;tr;search_round_trip;Geliş-Dönüş;2019-08-07 17:38:02.747;0;;6dfd8d31-8369-4581-8952-21f34c111e4f;-1;-1;Gəlin-Getmə
30;tr;search_multi_city;Çoklu Uçuş;2019-08-07 17:38:02.747;0;;d3b27655-70a2-413a-aab2-b51fa46da9d9;-1;-1;Çoxlu Uçuş
31;tr;search_flying_from;Kalkış;2019-08-07 17:38:02.747;0;2020-02-24 13:31:46.090;29367b29-89c5-4725-bc30-8e52522c065b;-1;8e78aa62-5132-4e2f-9a18-eb3eaa9902a1;Yola düşmek
32;tr;search_flying_to;Nereye;2019-08-07 17:38:02.747;0;2020-02-28 14:25:55.980;a86815f8-4190-4025-a8b2-81d8ff22d506;-1;8e78aa62-5132-4e2f-9a18-eb3eaa9902a1;Haraya
35;tr;search_passengers;Yolcu;2019-08-07 17:38:02.747;0;2024-05-22 12:05:56.783;240ce735-3636-4776-b0f6-8abb9d665225;-1;935a8f01-b666-4a24-83cb-2df1a0d9f049;Səyahətçi
38;tr;search_baby_age;Bebek;2019-08-07 17:38:02.747;0;2021-01-04 13:48:28.910;0277ee01-09a4-414d-ae66-c54de083016c;-1;935a8f01-b666-4a24-83cb-2df1a0d9f049;uşağı
39;tr;search_city_or_airport;Havalimanı yada Şehir;2019-08-07 17:38:02.747;0;2020-02-05 15:41:53.697;5fd6d3d6-45ce-42c0-a1f9-db236cccca32;-1;14559dca-02b0-4708-8849-78ec823fbcc6;Airport və ya Şəhər
40;tr;search_date;Tarih Seç;2019-08-07 17:38:02.747;0;2021-01-04 16:10:12.950;bd6b1901-90dd-40d9-afe0-eb35fa23d289;-1;935a8f01-b666-4a24-83cb-2df1a0d9f049;Tarix seçin
41;tr;search_search;Uçuş Ara;2019-08-07 17:38:02.747;0;2024-05-22 12:05:56.783;0be6d775-2290-470e-b4e1-fd24adb003da;-1;-1;Uçuş axtarışı
42;tr;search_only_direct_flights;Sadece Direkt Uçuşlar;2019-08-07 17:38:02.747;0;2024-05-22 12:05:56.783;8a63aa13-36d0-4b03-9492-7ae136c18d76;-1;-1;Yalnızca Daxili Uçuşlar
43;tr;search_select_airport;Havalimanı Seç;2019-08-07 17:38:02.747;0;2021-01-04 16:10:27.467;bd781463-b887-4762-8a39-c5efbc48ada5;-1;935a8f01-b666-4a24-83cb-2df1a0d9f049;Hava limanı seçin
44;tr;search_change;Uçuş değiştir;2019-08-07 17:38:02.747;0;2024-05-22 12:05:18.457;99c75031-04f9-4347-9846-7d9ad3d09014;-1;-1;Uçuş dəyişdirin
45;tr;content_we_are_always_here_for_you;7/24 Ücretsiz Çağrı Merkezi;2019-08-07 17:38:02.747;0;2024-05-22 12:05:56.727;65119a09-3327-4379-9b7b-87c1c322f4ea;-1;dc01ef46-af8e-4952-8ad0-8d8d6e744aac;7/24 Pulsuz Zəng Mərkəzi
46;tr;content_you_can_reach_our_call_centre_personnel_that_speaks_your_language_free_of_charge_twenty_four_seven;7/24 seninle aynı dili konuşan ücretsiz çağrı merkezimize 7 gün 24 saat boyunca dilediğin an ulaşabilir, havayolları, rezervasyon, uçak bileti gibi yolculuğa dair dilediğin her konuda destek alabilirsin. martiGO.com desteği sana bir telefon kadar yakın.;2019-08-07 17:38:02.747;0;2021-01-13 16:21:33.143;7c83605a-d8dd-4921-9253-9daa3a40dc46;-1;935a8f01-b666-4a24-83cb-2df1a0d9f049;Hər gün 7/24 istədiyin vaxt məhz səninlə eyni dil razılığı olan pulsuz çağrı mərkəzimizə dəstək almaq üçün zəng edə bilərsən. Havayolu, rezervasiya, təyyarə bileti və digər səyahətlə bağlı olan hər hansı məsələdə yardım ala bilərsən. martiGO.com dəstəyi bir zəng qədər yaxındır.
47;tr;content_compare_airline_tickets_title;Uçak biletlerini karşılaştır;2019-08-07 17:38:02.747;0;2021-01-04 16:12:31.490;951929d1-9573-425c-a779-c28cf8710436;-1;935a8f01-b666-4a24-83cb-2df1a0d9f049;Təyyarə biletlərini müqayisə edin
48;tr;content_compare_airline_tickets;Yüzlerce havayolu, binlerce uçuş arasından en uygun bileti bulmak hiç bu kadar kolay olmamıştı! martiGO.com’da dilediğin gibi bilet ve fiyat karşılaştırması yapabilir, erken rezervasyon fırsatlarından sadece bir tıkla yararlanabilirsin.;2019-08-07 17:38:02.747;0;2021-01-13 16:21:42.750;df0d69ec-ffab-4034-841f-00a5da71c8f4;-1;935a8f01-b666-4a24-83cb-2df1a0d9f049;Yüzilərlə aviasiya şirkəti, minlərlə uçuş arasından ən uyğun bileti tapmaq heç bu qədər asan olmamışdı! martiGO.com-da istədiyin kimi bilet və qiymət müqayisəsi edə bilər, çox rahatlıqla erkən rezervasiya imkanlarından faydalanabilirsin.
49;tr;content_choose_with_ease_purchase_with_security_title;Kolaylıkla seç, güvenle al;2019-08-07 17:38:02.747;0;2021-01-04 16:13:16.183;5dbeea77-49f4-418b-9496-87085d00d2ea;-1;935a8f01-b666-4a24-83cb-2df1a0d9f049;Asandır kök, sərbəst qəbul edin.
50;tr;content_choose_with_ease_purchase_with_security;30 yıllık birikim ve tecrübemizle en iyi fiyatlar ve ödeme kolaylıklarına sahip ol. Uluslararası güvenli alışveriş sertifikalarımızla Maestro, Visa, Mastercard, Sofort, American Express kartların veya Paypal ile güvenle uçak biletini satın al.;2019-08-07 17:38:02.747;0;2021-01-04 16:14:09.777;8a03fe8f-bf6b-428d-bc60-0d02ffb55deb;-1;935a8f01-b666-4a24-83cb-2df1a0d9f049;30 ildir birikdiyimiz tecrube ile en yaxşi qiymetleri ve ödeme kolayliqlarini əldə et. Beynəlxalq etibarlı alis-veriş sertifikatlarimizla Maestro, Visa, Mastercard, Sofort, Amerikan Express kartlari və ya Paypal ilə qazi bileti guvənlə satın al.
51;tr;social_subscribe_to_our_newsletter;ŞİMDİ KAYDOL VE EN UYGUN Fiyatlarları Yakala!;2019-08-07 17:38:02.747;0;2024-05-22 12:05:56.797;03f7abac-0984-4814-8b00-e806c4706a08;-1;-1;İNDİ KAYDOL VƏ ƏN UYGUN Qiymətləri Tut!
52;tr;social_enter_your_email_adress;E-Posta adresin;2019-08-07 17:38:02.747;0;2021-01-14 16:50:16.383;b212ccdb-2e13-4939-9a0e-5812952c3c9d;-1;8e78aa62-5132-4e2f-9a18-eb3eaa9902a1;Məktub ünvanınız
53;tr;social_or;ya da;2019-08-07 17:38:02.747;0;2024-05-22 12:05:56.797;21cf9d62-dd37-4f89-b1b1-3d91fd0e6cf0;-1;-1;səninlə
54;tr;social_phone_number;Numara Gir;2019-08-07 17:38:02.747;0;;8eb4af3e-4e4f-4a90-8595-3dd7bbc74e0f;-1;-1;Rəqəmi Daxil Edin
55;tr;social_send;Gönder;2019-08-07 17:38:02.747;0;;cb97975b-82ef-4fde-a2be-41fa92f09c9e;-1;-1;Getirin
56;tr;social_follow_us;Takip Et;2019-08-07 17:38:02.747;0;2024-05-22 12:05:56.797;ba399c1f-6698-429c-8bf2-b7e7e33e92e6;-1;-1;İzləmek
57;tr;footer_customer_service;Yolcu Hizmetleri;2019-08-07 17:38:02.747;0;2024-05-22 12:05:56.743;6db59826-4085-476d-b6d0-52bcd75d661e;-1;-1;Səyahət xidmətləri
58;tr;footer_frequently_asked_questions;Sıkça Sorulan Sorular;2019-08-07 17:38:02.747;0;;78e6e054-72f9-49e2-8334-a3917afadebe;-1;-1;Tez-tez Soruşulan Suallar
59;tr;footer_privacy_policy;Gizlilik Koşulları;2019-08-07 17:38:02.747;0;;8930871d-9eca-4cbb-a210-c866d0bc646b;-1;-1;Məxfilik Şərtləri
60;tr;footer_about_martiGo;Hakkımızda;2019-08-07 17:38:02.747;0;2024-05-22 12:05:56.743;8c6e79fb-588f-4330-b6b1-8654be31f388;-1;-1;Bizim haqqımızda
61;tr;footer_contact_us;İletişim;2019-08-07 17:38:02.747;0;2024-05-22 12:05:56.743;8ca62095-ca60-432d-b1de-be27aa9ef351;-1;-1;Əlaqə
62;tr;footer_why_martigo;Neden martiGO.com?;2019-08-07 17:38:02.747;0;2021-01-13 16:21:53.267;c34b6ffc-3a06-4bfb-9d1c-3aad6b969ec8;-1;935a8f01-b666-4a24-83cb-2df1a0d9f049;MartiGO.com niyə?
63;tr;footer_general_terms_and_conditions;Genel Şartlar ve Koşullar;2019-08-07 17:38:02.747;0;;2cedaa0e-5a9f-47a6-8712-fa99df0e454b;-1;-1;Ümumi şərtlər və şərtlər
64;tr;footer_do_you_need_help;Yardıma mı İhtiyacın var?;2019-08-07 17:38:02.747;0;2024-05-22 12:05:56.743;9d728b5b-bdc2-4e2b-b6bd-f6357343c204;-1;935a8f01-b666-4a24-83cb-2df1a0d9f049;Köməyinizə ehtiyacınız var mı?
65;tr;footer_passengers_with_special_needs_information;Özel Hizmete İhtiyaç Duyan Yolcular;2019-08-07 17:38:02.747;0;;eb816247-e646-4622-9fda-7bec4318f774;-1;-1;Xüsusi xidmətə ehtiyacı olan sərnişinlər
66;tr;footer_rebooking_cancellation;Değişiklik ve İptal İşlemleri;2019-08-07 17:38:02.747;0;2021-01-26 16:37:47.787;f5c5aca4-480d-4a46-8ed2-14c9a33b3ce0;-1;16ac3327-cf2e-4728-9cab-f0504fd290c0;Dəyişikliklər və ləğv etmə işləri
67;tr;footer_passenger_rights;Yolcu Hakları;2019-08-07 17:38:02.747;0;2021-01-26 16:37:57.307;9e1f761a-5e4c-4482-a841-f391a8f2824b;-1;16ac3327-cf2e-4728-9cab-f0504fd290c0;Səyahətçilərin hüquqları
68;tr;footer_how_can_I_make_a_reservation;Nasıl rezervasyon yaparım?;2019-08-07 17:38:02.747;0;;6a1d31f9-47db-424d-ba66-2be0cdf394a4;-1;-1;Rezervasyon etmək üçün necə etməliyəm?
69;tr;searharea_we_are_now_comparing_all_airlines;540 dan fazla hava yolu şirketi içinden en iyi kampanyayı ara;2019-08-07 17:38:02.747;0;;16805643-7c13-4b05-9f9c-659242e71662;-1;-1;540-a çatdığı havayolu şirkətləri arasında ən yaxşı kampaniyaya baxın
70;tr;searharea_info_cheap_tickets;En Uygun fiyati martiGO.com ile bul - Rahat et;2019-08-07 17:38:02.747;0;2021-01-13 16:22:08.323;e2da0229-a983-4271-9ba0-5cbc76a06927;-1;935a8f01-b666-4a24-83cb-2df1a0d9f049;MartiGO.com sayəsində ən uyğun qiyməti tap - Rahatla
71;tr;filter_departure_airlines;Gidiş Havayolları;2019-08-07 17:38:02.747;0;2024-05-22 12:05:56.737;24b58a81-4835-46f9-b939-fed8d1c0a6b5;-1;935a8f01-b666-4a24-83cb-2df1a0d9f049;Yola rüsumu
72;tr;filter_arrival_airlines;Dönüş Havayolları;2019-08-07 17:38:02.747;0;2024-05-22 12:05:18.450;88144eaf-41af-468d-b62c-b7c9854e5569;-1;8e78aa62-5132-4e2f-9a18-eb3eaa9902a1;Dönüş Aviasiya Şirkətləri
73;tr;filter_number_of_stops;Duraklar;2019-08-07 17:38:02.747;0;2024-05-22 12:05:56.740;57ad0962-1ad8-43f9-aa09-5c9d98f54d52;-1;-1;Daxil olunmuşdur
74;tr;filter_price_filters;Fiyat Aralığı;2019-08-07 17:38:02.747;0;;dd3bc418-040f-481c-b0e4-78541ba22133;-1;-1;Qiymət intervalı
75;tr;filter_connection_airport;Bağlantı Havalimanı;2019-08-07 17:38:02.747;0;2020-02-05 15:42:03.833;921639dc-5307-4f04-9cd1-8ce0029fa132;-1;14559dca-02b0-4708-8849-78ec823fbcc6;Əlaqə Aeroport
76;tr;filter_flight_duration;Uçuş Süresi;2019-08-07 17:38:02.747;0;2024-05-22 12:05:56.737;4434ffe0-63c8-4c60-96b3-1d3f8df5a3a6;-1;8e78aa62-5132-4e2f-9a18-eb3eaa9902a1;Uçuş vaxtı
77;tr;filter_just;Sadece;2019-08-07 17:38:02.747;0;2024-05-22 12:05:56.737;42827338-e880-4553-b74f-0d20a7f51f75;-1;-1;Yalnızca
78;tr;result_previous_day;Önceki;2019-08-07 17:38:02.747;0;2019-08-13 11:51:58.153;d40c84ae-8c64-4e43-8e65-bc89c197fa81;-1;-1;Əvvəlki
79;tr;result_next_day;Sonraki;2019-08-07 17:38:02.747;0;2019-08-13 11:52:13.920;b7247214-a37c-4ca6-b32d-a177352c86cd;-1;-1;Növbəti
80;tr;result_search_result;Arama Sonuçları;2019-08-07 17:38:02.747;0;;2c979124-caf3-4243-907c-2958f548f195;-1;-1;Axtarış nəticələri
81;tr;result_price;Fiyat;2019-08-07 17:38:02.747;0;;5d3991f0-345d-42dc-bc14-0d2185b4b84c;-1;-1;Qiymət
82;tr;result_best_price;En İyi Fiyat;2019-08-07 17:38:02.747;0;2024-05-22 12:05:56.770;3bddd39c-2df8-4793-b459-8d333c292865;-1;16ac3327-cf2e-4728-9cab-f0504fd290c0;Ən yaxşı qiymət
83;tr;result_direct_flights;Direkt Uçuş;2019-08-07 17:38:02.747;0;2024-05-22 12:05:56.773;7ff98842-4f73-4f83-aa02-320c2ee8a866;-1;-1;Düzgün aviaşəhərin tariflərində işıqlandırılmış pillələrdə uçuşlar.
84;tr;result_shortest_time;En kısa süre;2019-08-07 17:38:02.747;0;2024-05-22 12:05:56.777;83e5288d-8099-4330-91a0-5b28582c37c9;-1;8e78aa62-5132-4e2f-9a18-eb3eaa9902a1;Cavab: Ən qısa müddət
85;tr;result_cheapst_price;Aramanızla İlgili en uygun Fiyat!;2019-08-07 17:38:02.747;0;2021-01-04 16:15:45.123;f7f78529-83b9-496b-8a8e-f32fb8a67622;-1;935a8f01-b666-4a24-83cb-2df1a0d9f049;Sizin ucun sadeqi qiymət!
86;tr;result_free_cancellation_within_the_next_Hours;5 saat içinde ücretsiz iptal;2019-08-07 17:38:02.747;0;;5b6ebcb3-de6e-40b5-ae67-646c25d88839;-1;-1;5 saat ərzində pulsuz ləğv etmək
87;tr;result_inbound;Kalkış;2019-08-07 17:38:02.747;0;2020-02-24 13:31:58.837;83674574-216e-44ca-b041-f450ba0f317d;-1;8e78aa62-5132-4e2f-9a18-eb3eaa9902a1;Qalxış
88;tr;result_outbound;Dönüş;2019-08-07 17:38:02.747;0;2024-05-22 12:05:56.773;1d6fbef6-0ffe-4493-9f99-3d0b6a2823ee;-1;-1;Geriyə dönün
89;tr;result_flight_details;Uçuş Detayları;2019-08-07 17:38:02.747;0;;71038499-cca3-4d82-873f-1b02e5be445f;-1;-1;Uçuş məlumatları
90;tr;result_non_stop_flight;Direkt Uçuş;2019-08-07 17:38:02.747;0;;e62240d2-db4f-479a-83d6-4363820f53d6;-1;-1;Düz Uçuş
91;tr;result_seat_left;koltuk kaldı;2019-08-07 17:38:02.747;0;;587940f1-5abe-4393-9348-ce0fc6f3dca3;-1;-1;Məhəllədən koltuq gəldi.
92;tr;result_per_person;Yetişkin başına fiyat;2019-08-07 17:38:02.747;0;2024-05-22 12:05:56.773;c72cc926-e39a-454e-aa7b-3f04eefb5929;-1;16ac3327-cf2e-4728-9cab-f0504fd290c0;Yetkin başına qiymət.
93;tr;result_book_flight;Satın al;2019-08-07 17:38:02.747;0;2020-08-11 17:34:21.620;0091b756-4a62-4137-ab2b-718749574494;-1;dc01ef46-af8e-4952-8ad0-8d8d6e744aac;Satın al --> Alqa
94;tr;result_inc_checked_luggage;Bagaj;2019-08-07 17:38:02.747;0;2024-05-22 12:05:56.773;9a3a1dec-6a83-4b1d-a39b-084a3b09fa8c;-1;5c65c7fa-cc58-4cae-a754-58a091feab8e;Bədiniz
95;tr;result_total_price;Toplam Fiyat;2019-08-07 17:38:02.747;0;2024-05-22 12:05:56.777;0fd7fc6f-2656-4626-9e90-2d7ede64943b;-1;-1;Ümumi Qiymət
96;tr;result_clock;Saat;2019-08-07 17:38:02.747;0;;56861cda-a74a-4845-b9eb-b9ebf13a13e3;-1;-1;Saat
97;tr;result_flight_duration;En kısa süre;2019-08-07 17:38:02.747;0;2020-02-28 08:58:28.413;dba2c740-23ec-4f3e-963a-032268da1ba0;-1;8e78aa62-5132-4e2f-9a18-eb3eaa9902a1;Ən qısa müddət
98;tr;result_change_planes;Bekleme Süresi;2019-08-07 17:38:02.747;0;2024-05-22 12:05:56.773;2c244f64-7905-46dd-bfc6-42be15c302af;-1;-1;Gözləmə müddəti
99;tr;result_flight_detail;Uçuş Detayı;2019-08-07 17:38:02.747;0;2024-05-22 12:05:56.773;fc865152-575c-482d-9b7e-224091d770ad;-1;-1;Uçuş təfərriyatı
100;tr;result_previous;Geri;2019-08-07 17:38:02.747;0;;ada4bd0b-b34d-4b4c-b445-3ffd16e2a1f5;-1;-1;Geriyə
101;tr;result_next;İleri;2019-08-07 17:38:02.747;0;2021-01-26 16:39:43.763;c731bff7-454c-45bc-b6a5-a692ea3a7f26;-1;16ac3327-cf2e-4728-9cab-f0504fd290c0;Getmək
102;tr;flightdetail_check;Uçuş Detayları;2019-08-07 17:38:02.747;0;;84ee6139-8cf8-4dd3-916a-0617415b7ae4;-1;-1;Uçuş Ətraflı Məlumat
103;tr;flightdetail_check_description;Lütfen yolcu bilgilerini kontrol et;2019-08-07 17:38:02.747;0;2024-05-22 12:05:56.740;a07f28a5-8d7a-45f2-8f1d-237928448e27;-1;8e78aa62-5132-4e2f-9a18-eb3eaa9902a1;Zəhmət olmasa sərnişin məlumatlarını yoxlayın
104;tr;fligtdetal_close;Kapat;2019-08-07 17:38:02.747;0;2024-05-22 12:05:56.740;1b64e29b-c7ef-43b7-b08c-2e9c7a7c230b;-1;-1;Bağla
105;tr;fligtdetal_baggage_costs;Bagaj Hakları;2019-08-07 17:38:02.747;0;2024-05-22 12:05:56.740;8fd69377-c2ba-441e-bf92-a8815e094e3d;-1;16ac3327-cf2e-4728-9cab-f0504fd290c0;Bavab sə ictimaiyyətin mühüm bir məsələsidir.
106;tr;fligtdetal_number_of_passenger;Yolcular;2019-08-07 17:38:02.747;0;2024-05-22 12:05:56.743;ca20c993-806e-4590-85a6-f5d8b6377695;-1;-1;Sərnişinlər
107;tr;fligtdetal_ticket_price;Bilet Fiyatı;2019-08-07 17:38:02.747;0;2024-05-22 12:05:56.743;4c2cc173-547c-47f2-bac8-377e8bbc3364;-1;935a8f01-b666-4a24-83cb-2df1a0d9f049;Bilet Qiyməti
108;tr;fligtdetal_fee_price;Servis Ücreti;2019-08-07 17:38:02.747;0;;8a7ed77b-7263-4287-b03b-d698d2505822;-1;-1;Xidmət haqqı
109;tr;fligtdetal_subtotal;Ara Toplam;2019-08-07 17:38:02.747;0;2020-07-01 17:06:03.673;25722127-db56-4d8c-8230-e2369f1de5e2;-1;935a8f01-b666-4a24-83cb-2df1a0d9f049;Cavab: Cəmi
110;tr;fligtdetal_total_price;Toplam;2019-08-07 17:38:02.747;0;2024-05-22 12:05:18.453;d68214d3-ce1a-4c56-874c-460ba359a143;-1;-1;Məbləğ
111;tr;step_search;Arama;2019-08-07 17:38:02.747;0;2024-05-22 12:05:56.803;19c8feea-cf3c-489a-9be2-b4c169eb84fa;-1;8e78aa62-5132-4e2f-9a18-eb3eaa9902a1;Axtarış
112;tr;step_passengers;Yolcu Bilgileri;2019-08-07 17:38:02.747;0;2024-05-22 12:05:56.803;8ba69209-3fab-4114-8ea5-7ae92dec4b3a;-1;8e78aa62-5132-4e2f-9a18-eb3eaa9902a1;Sərnişin Məlumatları
113;tr;step_check_payment;Ödeme;2019-08-07 17:38:02.747;0;2024-05-22 12:05:56.797;b1b5db87-a43d-4458-86a6-34bc80171cb5;-1;8e78aa62-5132-4e2f-9a18-eb3eaa9902a1;Ödəmə
114;tr;step_finalize;Sonuç;2019-08-07 17:38:02.747;0;2024-05-22 12:05:56.797;a3b6b97e-789e-474c-ab60-db85d7ddf097;-1;8e78aa62-5132-4e2f-9a18-eb3eaa9902a1;Nəticə
115;tr;step_passenger_passenger_details;Yolcu bilgileri;2019-08-07 17:38:02.747;0;2024-05-22 12:05:56.800;480f3457-1479-40ed-983c-a8de184d4452;-1;-1;Sərnişin məlumatları
116;tr;step_passenger_passengers;Yolcu;2019-08-07 17:38:02.747;0;2024-05-22 12:05:56.800;581811f6-153f-428f-a41e-da098b75a29d;-1;-1;Səfərçi
117;tr;step_passenger_adult;Yetişkin;2019-08-07 17:38:02.747;0;2024-05-22 12:05:56.797;40b9a137-854b-4622-81bc-b7954e9db56c;-1;-1;Yetkin olsa da, büyümek zor olabilir.
118;tr;step_passenger_adult_description;Yetişkin yolcuların yaşı, uçuş tarihinde 12 veya üstü olmalıdır;2019-08-07 17:38:02.747;0;2021-01-04 16:17:47.943;1a3940f6-1f7d-4463-ac50-abc46efc025a;-1;935a8f01-b666-4a24-83cb-2df1a0d9f049;Yetişkin sərnişinlərin yaşı, uçuş tarixində 12 və ya daha yuxarı olmalıdır.
119;tr;step_passenger_child_description;Çocuk yolcuların yaşı, uçuş tarihinde 2 ve 11 yaş aralığında olmalıdır;2019-08-07 17:38:02.747;0;2020-01-13 19:30:39.793;30f8936b-8f40-4bce-848a-4fd40880f290;-1;14559dca-02b0-4708-8849-78ec823fbcc6;Uşaqların sərnişin olduğu tarixdə 2 və 11 yaş aralığında olmalıdır.
120;tr;step_passenger_inf_description;Bebek yolcuların yaşı, uçuş tarihinde 0 ve 2 yaş aralığında olmalıdır;2019-08-07 17:38:02.747;0;;0d2b1235-8842-4d56-b705-edf6396db661;-1;-1;Nəqliyyat: Uçuş tarixində 0 ilə 2 yaş arasında olan körpə sərnişinlər almaqdadır.
121;tr;step_passenger_child;Çocuk;2019-08-07 17:38:02.747;0;2024-05-22 12:05:56.800;34de3445-f565-414d-852b-2cc560044e9d;-1;-1;Uşaq
